"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12963","ruta de barranquilla a bogotá","chrome","Tue Aug 05 16:10:16 GMT-05:00 2025","passed","Tue Aug 05 16:10:29 GMT-05:00 2025","miUnicoId","avianca.spec.ts","",""
